"~start_node_id","~start_node_labels","~start_node_property_name","~relationship_type","~end_node_id","~end_node_labels","~end_node_property_name","~end_node_property_score","~end_node_property_description","~start_node_property_scf_id","~start_node_property_strength","~start_node_property_description"
"133","Policy","Organization-Owned Mobile Devices ","CONTRIBUTES_WEIGHT_TO","7","Asset_Management_Policies","Asset Management Policies",,,"AST - MDM-07",8,"Mechanisms exist to prohibit the installation of non-approved applications or approved applications not obtained through the organization-approved application store."
"134","Policy","Mobile Device Data Retention Limitations","CONTRIBUTES_WEIGHT_TO","7","Asset_Management_Policies","Asset Management Policies",,,"AST - MDM-08",7,"Mechanisms exist to limit data retention on mobile devices to the smallest usable dataset and timeframe."
"135","Policy","Mobile Device Geofencing","CONTRIBUTES_WEIGHT_TO","7","Asset_Management_Policies","Asset Management Policies",,,"AST - MDM-09",7,"Mechanisms exist to restrict the functionality of mobile devices based on geographic location."
"136","Policy","Separate Mobile Device Profiles","CONTRIBUTES_WEIGHT_TO","7","Asset_Management_Policies","Asset Management Policies",,,"AST - MDM-10",7,"Mechanisms exist to enforce a separate device workspace on applicable mobile devices to separate work-related and personal-related applications and data. "
"137","Policy","Restricting Access To Authorized Devices","CONTRIBUTES_WEIGHT_TO","7","Asset_Management_Policies","Asset Management Policies",,,"AST - MDM-11",8,"Mechanisms exist to restrict the connectivity of unauthorized mobile devices from communicating with systems, applications and services."
"141","Policy","Status Reporting To Governing Body","CONTRIBUTES_WEIGHT_TO","19","Governance_Policies","Governance Policies",,,"GOV-01.2",5,"Mechanisms exist to provide governance oversight reporting and recommendations to those entrusted to make executive decisions about matters considered material to the organization’s cybersecurity & data protection program."
"142","Policy","Publishing Cybersecurity & Data Protection Documentation ","CONTRIBUTES_WEIGHT_TO","19","Governance_Policies","Governance Policies",,,"GOV-02",10,"Mechanisms exist to establish, maintain and disseminate cybersecurity & data protection policies, standards and procedures."
"143","Policy","Exception Management","CONTRIBUTES_WEIGHT_TO","19","Governance_Policies","Governance Policies",,,"GOV-02.1",8,"Mechanisms exist to prohibit exceptions to standards, except when the exception has been formally assessed for risk impact, approved and recorded."
"144","Policy","Periodic Review & Update of Cybersecurity & Data Protection Program","CONTRIBUTES_WEIGHT_TO","19","Governance_Policies","Governance Policies",,,"GOV-03",7,"Mechanisms exist to review the cybersecurity & data privacy program, including policies, standards and procedures, at planned intervals or if significant changes occur to ensure their continuing suitability, adequacy and effectiveness. "
"145","Policy","Assigned Cybersecurity & Data Protection Responsibilities ","CONTRIBUTES_WEIGHT_TO","19","Governance_Policies","Governance Policies",,,"GOV-04",10,"Mechanisms exist to assign one or more qualified individuals with the mission and resources to centrally-manage, coordinate, develop, implement and maintain an enterprise-wide cybersecurity & data protection program. "
"146","Policy","Stakeholder Accountability Structure","CONTRIBUTES_WEIGHT_TO","19","Governance_Policies","Governance Policies",,,"GOV-04.1",8,"Mechanisms exist to enforce an accountability structure so that appropriate teams and individuals are empowered, responsible and trained for mapping, measuring and managing data and technology-related risks."
"147","Policy","Authoritative Chain of Command","CONTRIBUTES_WEIGHT_TO","19","Governance_Policies","Governance Policies",,,"GOV-04.2",7,"Mechanisms exist to establish an authoritative chain of command with clear lines of communication to remove ambiguity from individuals and teams related to managing data and technology-related risks."
"148","Policy","Measures of Performance ","CONTRIBUTES_WEIGHT_TO","19","Governance_Policies","Governance Policies",,,"GOV-05",6,"Mechanisms exist to develop, report and monitor cybersecurity & data privacy program measures of performance."
"149","Policy","Key Performance Indicators (KPIs)","CONTRIBUTES_WEIGHT_TO","19","Governance_Policies","Governance Policies",,,"GOV-05.1",6,"Mechanisms exist to develop, report and monitor Key Performance Indicators (KPIs) to assist organizational management in performance monitoring and trend analysis of the cybersecurity & data privacy program."
"150","Policy","Key Risk Indicators (KRIs)","CONTRIBUTES_WEIGHT_TO","19","Governance_Policies","Governance Policies",,,"GOV-05.2",6,"Mechanisms exist to develop, report and monitor Key Risk Indicators (KRIs) to assist senior management in performance monitoring and trend analysis of the cybersecurity & data privacy program."
"151","Policy","Contacts With Authorities ","CONTRIBUTES_WEIGHT_TO","19","Governance_Policies","Governance Policies",,,"GOV-06",5,"Mechanisms exist to identify and document appropriate contacts with relevant law enforcement and regulatory bodies."
"152","Policy","Contacts With Groups & Associations ","CONTRIBUTES_WEIGHT_TO","19","Governance_Policies","Governance Policies",,,"GOV-07",7,"Mechanisms exist to establish contact with selected groups and associations within the cybersecurity & data privacy communities to:   ▪ Facilitate ongoing cybersecurity & data privacy education and training for organizational personnel;  ▪ Maintain currency with recommended cybersecurity & data privacy practices, techniques and technologies; and  ▪ Share current cybersecurity and/or data privacy-related information including threats, vulnerabilities and incidents. "
"153","Policy","Defining Business Context & Mission","CONTRIBUTES_WEIGHT_TO","19","Governance_Policies","Governance Policies",,,"GOV-08",5,"Mechanisms exist to define the context of its business model and document the mission of the organization."
"154","Policy","Define Control Objectives","CONTRIBUTES_WEIGHT_TO","19","Governance_Policies","Governance Policies",,,"GOV-09",5,"Mechanisms exist to establish control objectives as the basis for the selection, implementation and management of the organization’s internal control system."
"155","Policy","Data Governance","CONTRIBUTES_WEIGHT_TO","19","Governance_Policies","Governance Policies",,,"GOV-10",9,"Mechanisms exist to facilitate data governance to oversee the organization's policies, standards and procedures so that sensitive/regulated data is effectively managed and maintained in accordance with applicable statutory, regulatory and contractual obligations."
"156","Policy","Purpose Validation","CONTRIBUTES_WEIGHT_TO","19","Governance_Policies","Governance Policies",,,"GOV-11",5,"Mechanisms exist to monitor mission/business-critical services or functions to ensure those resources are being used consistent with their intended purpose."
"157","Policy","Forced Technology Transfer (FTT)","CONTRIBUTES_WEIGHT_TO","19","Governance_Policies","Governance Policies",,,"GOV-12",10,"Mechanisms exist to avoid and/or constrain the forced exfiltration of sensitive / regulated information (e.g., Intellectual Property (IP)) to the host government for purposes of market access or market management practices."
"158","Policy","State-Sponsored Espionage","CONTRIBUTES_WEIGHT_TO","19","Governance_Policies","Governance Policies",,,"GOV-13",10,"Mechanisms exist to constrain the host government's ability to leverage the organization's technology assets for economic or political espionage and/or cyberwarfare activities. "
"159","Policy","Business As Usual (BAU) Secure Practices","CONTRIBUTES_WEIGHT_TO","19","Governance_Policies","Governance Policies",,,"GOV-14",6,"Mechanisms exist to incorporate cybersecurity & data privacy principles into Business As Usual (BAU) practices through executive leadership involvement."
"160","Policy","Operationalizing Cybersecurity & Data Protection Practices","CONTRIBUTES_WEIGHT_TO","19","Governance_Policies","Governance Policies",,,"GOV-15",9,"Mechanisms exist to compel data and/or process owners to operationalize cybersecurity & data privacy practices for each system, application and/or service under their control."
"161","Policy","Select Controls","CONTRIBUTES_WEIGHT_TO","19","Governance_Policies","Governance Policies",,,"GOV-15.1",8,"Mechanisms exist to compel data and/or process owners to select required cybersecurity & data privacy controls for each system, application and/or service under their control."
"162","Policy","Implement Controls","CONTRIBUTES_WEIGHT_TO","19","Governance_Policies","Governance Policies",,,"GOV-15.2",9,"Mechanisms exist to compel data and/or process owners to implement required cybersecurity & data privacy controls for each system, application and/or service under their control."
"163","Policy","Assess Controls","CONTRIBUTES_WEIGHT_TO","19","Governance_Policies","Governance Policies",,,"GOV-15.3",8,"Mechanisms exist to compel data and/or process owners to assess if required cybersecurity & data privacy controls for each system, application and/or service under their control are implemented correctly and are operating as intended."
"164","Policy","Authorize Systems, Applications & Services","CONTRIBUTES_WEIGHT_TO","19","Governance_Policies","Governance Policies",,,"GOV-15.4",8,"Mechanisms exist to compel data and/or process owners to obtain authorization for the production use of each system, application and/or service under their control."
"165","Policy","Monitor Controls","CONTRIBUTES_WEIGHT_TO","19","Governance_Policies","Governance Policies",,,"GOV-15.5",8,"Mechanisms exist to compel data and/or process owners to monitor systems, applications and/or services under their control on an ongoing basis for applicable threats and risks, as well as to ensure cybersecurity & data privacy controls are operating as intended."
"1","Governance","Governance","DEFINE_POLICY","19","Governance_Policies","Governance Policies",,,,,
"19","Governance_Policies","Governance Policies","PART_OF","1","Governance","Governance",,,,,
"138","Policy","Cybersecurity & Data Privacy Portfolio Management","CONTRIBUTES_WEIGHT_TO","19","Governance_Policies","Governance Policies",,,"GOV - PRM-01",8,"Mechanisms exist to facilitate the implementation of cybersecurity & data privacy-related resource planning controls that define a viable plan for achieving cybersecurity & data privacy objectives."
"166","Policy","Strategic Plan & Objectives","CONTRIBUTES_WEIGHT_TO","19","Governance_Policies","Governance Policies",,,"GOV - PRM-01.1",5,"Mechanisms exist to establish a strategic cybersecurity & data privacy-specific business plan and set of objectives to achieve that plan."
"167","Policy","Targeted Capability Maturity Levels","CONTRIBUTES_WEIGHT_TO","19","Governance_Policies","Governance Policies",,,"GOV - PRM-01.2",5,"Mechanisms exist to define and identify targeted capability maturity levels."
