"~id","~labels","name","score","description","scf_id","strength"
"190","Policy","AI & Autonomous Technologies Fairness & Bias",,"Mechanisms exist to prevent Artificial Intelligence (AI) and Autonomous Technologies (AAT) from unfairly identifying, profiling and/or statistically singling out a segmented population defined by race, religion, gender identity, national origin, religion, disability or any other politically-charged identifier.","AAT-06",9
"191","Policy","AI & Autonomous Technologies Risk Management Decisions",,"Mechanisms exist to leverage decision makers from a diversity of demographics, disciplines, experience, expertise and backgrounds for mapping, measuring and managing Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks.","AAT-07",10
"192","Policy","AI & Autonomous Technologies Impact Characterization",,"Mechanisms exist to characterize the impacts of proposed Artificial Intelligence (AI) and Autonomous Technologies (AAT) on individuals, groups, communities, organizations and society.","AAT-07.1",8
"193","Policy","AI & Autonomous Technologies Likelihood & Impact Risk Analysis",,"Mechanisms exist to define the potential likelihood and impact of each identified risk based on expected use and past uses of Artificial Intelligence (AI) and Autonomous Technologies (AAT) in similar contexts.","AAT-07.2",10
"194","Policy","AI & Autonomous Technologies Continuous Improvements",,"Mechanisms exist to continuously improve Artificial Intelligence (AI) and Autonomous Technologies (AAT) capabilities to maximize benefits and minimize negative impacts associated with AAT.","AAT-07.3",8
"195","Policy","Assigned Responsibilities for AI & Autonomous Technologies",,"Mechanisms exist to define and differentiate roles and responsibilities for human-AI configurations and oversight of AI systems.","AAT-08",9
"196","Policy","AI & Autonomous Technologies Risk Profiling",,"Mechanisms exist to document the risks and potential impacts of Artificial Intelligence (AI) and Autonomous Technologies (AAT) designed, developed, deployed, evaluated and used.","AAT-09",9
"197","Policy","Artificial Intelligence Test, Evaluation, Validation & Verification (AI TEVV) ",,"Mechanisms exist to implement Artificial Intelligence Test, Evaluation, Validation & Verification (AI TEVV) practices to enable Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related testing, identification of incidents and information sharing.","AAT-10",10
"198","Policy","AI TEVV Trustworthiness Assessment",,"Mechanisms exist to evaluate Artificial Intelligence (AI) and Autonomous Technologies (AAT) for trustworthy behavior and operation including security, anonymization and disaggregation of captured and stored data for approved purposes.","AAT-10.1",10
"199","Policy","AI TEVV Tools",,"Mechanisms exist to document test sets, metrics and details about the tools used during Artificial Intelligence Test, Evaluation, Validation & Verification (AI TEVV) practices.","AAT-10.2",7
"200","Policy","AI TEVV Trustworthiness Demonstration",,"Mechanisms exist to demonstrate the Artificial Intelligence (AI) and Autonomous Technologies (AAT) to be deployed is valid, reliable and operate as intended based on approved designs.","AAT-10.3",9
"201","Policy","AI TEVV Safety Demonstration",,"Mechanisms exist to demonstrate the Artificial Intelligence (AI) and Autonomous Technologies (AAT) to be deployed are safe, residual risk does not exceed the organization's risk tolerance and can fail safely, particularly if made to operate beyond its knowledge limits.","AAT-10.4",10
"202","Policy","AI TEVV Resiliency Assessment",,"Mechanisms exist to evaluate the security and resilience of Artificial Intelligence (AI) and Autonomous Technologies (AAT) to be deployed.","AAT-10.5",6
"203","Policy","AI TEVV Transparency & Accountability Assessment",,"Mechanisms exist to examine risks associated with transparency and accountability of Artificial Intelligence (AI) and Autonomous Technologies (AAT) to be deployed.","AAT-10.6",7
"204","Policy","AI TEVV Privacy Assessment",,"Mechanisms exist to examine the data privacy risk of Artificial Intelligence (AI) and Autonomous Technologies (AAT) to be deployed.","AAT-10.7",9
"205","Policy","AI TEVV Fairness & Bias Assessment",,"Mechanisms exist to examine fairness and bias of Artificial Intelligence (AI) and Autonomous Technologies (AAT) to be deployed.","AAT-10.8",9
"206","Policy","AI & Autonomous Technologies Model Validation",,"Mechanisms exist to validate the Artificial Intelligence (AI) and Autonomous Technologies (AAT) model.","AAT-10.9",5
"207","Policy","AI TEVV Results Evaluation",,"Mechanisms exist to evaluate the results of Artificial Intelligence Test, Evaluation, Validation & Verification (AI TEVV) to determine the viability of the proposed Artificial Intelligence (AI) and Autonomous Technologies (AAT).","AAT-10.10",10
"208","Policy","AI TEVV Effectiveness",,"Mechanisms exist to evaluate the effectiveness of the processes utilized to perform Artificial Intelligence Test, Evaluation, Validation & Verification (AI TEVV).","AAT-10.11",5
"209","Policy","AI TEVV Comparable Deployment Settings",,"Mechanisms exist to evaluate Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related performance or the assurance criteria demonstrated for conditions similar to deployment settings.","AAT-10.12",5
"210","Policy","AI TEVV Post-Deployment Monitoring",,"Mechanisms exist to proactively and continuously monitor deployed Artificial Intelligence (AI) and Autonomous Technologies (AAT).","AAT-10.13",9
"211","Policy","Updating AI & Autonomous Technologies",,"Mechanisms exist to integrate continual improvements for deployed Artificial Intelligence (AI) and Autonomous Technologies (AAT).","AAT-10.14",9
"212","Policy","Robust Stakeholder Engagement for AI & Autonomous Technologies",,"Mechanisms exist to compel ongoing engagement with relevant Artificial Intelligence (AI) and Autonomous Technologies (AAT) stakeholders to encourage feedback about positive, negative and unanticipated impacts.","AAT-11",9
"213","Policy","AI & Autonomous Technologies Stakeholder Feedback Integration",,"Mechanisms exist to regularly collect, consider, prioritize and integrate risk-related feedback from those external to the team that developed or deployed Artificial Intelligence (AI) and Autonomous Technologies (AAT).","AAT-11.1",9
"214","Policy","AI & Autonomous Technologies Ongoing Assessments",,"Mechanisms exist to conduct regular assessments of Artificial Intelligence (AI) and Autonomous Technologies (AAT) with independent assessors and stakeholders not involved in the development of the AAT.","AAT-11.2",9
